periodo,estu_consecutivo,cole_area_ubicacion,cole_bilingue,cole_calendario,cole_genero,cole_jornada,cole_naturaleza,cole_depto_ubicacion,cole_mcpio_ubicacion,estu_genero,fami_estratovivienda,fami_personashogar,fami_tienecomputador,fami_tieneinternet,desemp_ingles,punt_ingles,punt_matematicas,punt_sociales_ciudadanas,punt_c_naturales,punt_lectura_critica,punt_global
20152,SB11201520173911,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,SAN JUAN NEPOMUCENO,M,Estrato 1,Seis,No,No,A-,43.0,39.0,32.0,43.0,34.0,187.0
20142,SB11201420091069,URBANO,,A,MIXTO,TARDE,OFICIAL,SANTANDER,BARRANCABERMEJA,M,Estrato 2,Cinco,Si,Si,A-,45.0,48.0,55.0,40.0,43.0,232.0
20112,SB11201120093419,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,PIJIÑO DEL CARMEN,M,Estrato 1,Seis,No,No,A2,53.0,31.0,,,,
20172,SB11201720286456,URBANO,N,A,MIXTO,SABATINA,OFICIAL,CUNDINAMARCA,LA VEGA,F,,5 a 6,No,,A-,42.0,38.0,41.0,36.0,43.0,198.0
20194,SB11201940603865,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 1,3 a 4,No,Si,A1,51.0,57.0,62.0,47.0,65.0,286.0
20194,SB11201940603865,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 1,3 a 4,No,Si,A1,51.0,57.0,62.0,47.0,65.0,286.0
20172,SB11201720190229,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOLIVAR,CARTAGENA,F,Estrato 1,3 a 4,Si,No,A-,40.0,40.0,30.0,43.0,34.0,185.0
20112,SB11201120569936,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Cinco,Si,Si,A-,41.0,43.0,,,,
20172,SB11201720317423,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 3,3 a 4,Si,Si,A-,47.0,56.0,50.0,47.0,48.0,250.0
20152,SB11201520297234,RURAL,,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,COCORNA,M,Estrato 1,Tres,No,No,A1,52.0,28.0,43.0,53.0,40.0,209.0
20172,SB11201720175573,URBANO,N,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,SEGOVIA,F,Estrato 1,3 a 4,Si,Si,A-,39.0,50.0,48.0,56.0,53.0,254.0
20142,SB11201420562024,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,SABANALARGA,M,Estrato 2,Tres,No,No,A-,42.0,47.0,50.0,41.0,41.0,223.0
20122,SB11201220557271,URBANO,N,,MIXTO,NOCHE,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 2,Siete,No,No,A-,34.0,38.0,,,,
20112,SB11201120326040,URBANO,N,A,MIXTO,NOCHE,OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 1,Siete,Si,Si,A-,34.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20121,SB11201210038103,URBANO,N,B,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 3,Tres,Si,Si,A-,42.0,46.0,,,,
20172,SB11201720398925,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,ANTIOQUIA,COCORNA,F,Estrato 2,5 a 6,No,No,A1,55.0,49.0,48.0,56.0,57.0,263.0
20122,SB11201220125305,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,Si,No,A-,38.0,24.0,,,,
20152,SB11201520224102,URBANO,,A,MIXTO,MAÑANA,OFICIAL,RISARALDA,DOS QUEBRADAS,F,Estrato 2,Cuatro,Si,Si,A1,49.0,42.0,59.0,54.0,56.0,262.0
20152,SB11201520017537,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,BUCARAMANGA,F,Estrato 1,Siete,No,Si,A1,52.0,40.0,41.0,39.0,36.0,200.0
20172,SB11201720345835,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 1,3 a 4,Si,Si,A-,46.0,35.0,40.0,37.0,40.0,193.0
20152,SB11201520551287,URBANO,,A,MIXTO,MAÑANA,OFICIAL,NORTE SANTANDER,VILLA DEL ROSARIO,M,Estrato 1,Seis,Si,Si,A2,62.0,57.0,56.0,58.0,50.0,279.0
20142,SB11201420400558,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CALAMAR,F,Estrato 1,Cinco,Si,Si,A-,44.0,34.0,47.0,48.0,47.0,220.0
20152,SB11201520585823,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,CUNDINAMARCA,SOACHA,M,Estrato 3,Cuatro,Si,Si,A-,41.0,50.0,50.0,52.0,51.0,250.0
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20172,SB11201720462335,RURAL,,A,MIXTO,TARDE,OFICIAL,ANTIOQUIA,NECHI,F,Estrato 1,7 a 8,No,No,A-,45.0,45.0,30.0,43.0,45.0,205.0
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20121,SB11201210018843,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Cuatro,No,Si,B1,65.0,37.0,,,,
20142,SB11201420246952,URBANO,,A,MIXTO,MAÑANA,OFICIAL,META,VILLAVICENCIO,F,Estrato 3,Seis,Si,Si,A1,53.0,47.0,50.0,54.0,54.0,257.0
20162,SB11201620024857,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 3,Dos,Si,Si,A1,52.0,55.0,52.0,58.0,56.0,276.0
20102,SB11201020451532,RURAL,,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,MONTERÍA,F,Estrato 1,Cinco,No,No,A1,51.33,58.38,,,,
20142,SB11201420031152,URBANO,,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 1,Siete,No,No,A1,51.0,50.0,61.0,52.0,47.0,262.0
20112,SB11201120017363,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,BUCARAMANGA,F,Estrato 2,Tres,Si,Si,A-,43.0,35.0,,,,
20172,SB11201720528956,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,CORDOBA,PLANETA RICA,M,Estrato 2,3 a 4,No,No,A1,52.0,41.0,42.0,43.0,44.0,216.0
20194,SB11201940356965,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,CHARALÁ,F,Estrato 1,5 a 6,No,No,A1,54.0,69.0,55.0,48.0,57.0,285.0
20194,SB11201940356965,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,CHARALÁ,F,Estrato 1,5 a 6,No,No,A1,54.0,69.0,55.0,48.0,57.0,285.0
20112,SB11201120536462,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,MAGDALENA,SANTA BÁRBARA DE PINTO,F,Estrato 1,Cuatro,No,No,A1,43.0,42.0,,,,
20172,SB11201720266566,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,7 a 8,Si,Si,A1,51.0,47.0,50.0,54.0,43.0,243.0
20102,SB11201020313728,URBANO,N,A,MASCULINO,COMPLETA,NO OFICIAL,BOGOTÁ,BOGOTÁ D.C.,M,Estrato 3,Cinco,Si,Si,A2,64.24,69.01,,,,
20172,SB11201720532810,URBANO,,A,MIXTO,NOCHE,OFICIAL,BOLIVAR,ARJONA,M,Estrato 2,3 a 4,No,Si,A-,38.0,35.0,32.0,31.0,43.0,177.0
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20102,SB11201020111733,URBANO,N,A,MIXTO,NOCHE,OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 3,Siete,No,No,A-,43.53,45.38,,,,
20194,SB11201940323382,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,M,Estrato 2,3 a 4,No,No,A-,36.0,42.0,27.0,38.0,41.0,185.0
20194,SB11201940323382,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,M,Estrato 2,3 a 4,No,No,A-,36.0,42.0,27.0,38.0,41.0,185.0
20102,SB11201020591113,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,PIEDECUESTA,F,Estrato 3,Cuatro,Si,Si,A-,41.66,42.46,,,,
20151,SB11201510082054,URBANO,N,OTRO,MIXTO,MAÑANA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Tres,Si,Si,A-,42.0,43.0,46.0,52.0,45.0,231.0
20122,SB11201220405066,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,BOYACA,SOCHA,F,Estrato 2,Tres,,No,A-,42.0,46.0,,,,
20132,SB11201320265422,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CARTAGENA DE INDIAS,M,Estrato 1,Tres,Si,Si,A-,26.0,52.0,,,,
20102,SB11201020447957,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,CESAR,EL PASO,F,Estrato 2,Ocho,No,No,A-,44.51,48.17,,,,
20142,SB11201420163052,URBANO,N,A,FEMENINO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 4,Tres,Si,Si,B1,70.0,52.0,52.0,62.0,65.0,293.0
20162,SB11201620204025,URBANO,N,A,FEMENINO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Doce o más,Si,Si,A1,53.0,51.0,66.0,62.0,59.0,296.0
20152,SB11201520049270,URBANO,,A,MIXTO,COMPLETA,NO OFICIAL,CUNDINAMARCA,FUSAGASUGA,F,Estrato 3,Tres,Si,Si,A1,57.0,54.0,53.0,52.0,53.0,267.0
20111,SB11201110071456,URBANO,N,OTRO,MIXTO,MAÑANA,NO OFICIAL,CAUCA,POPAYÁN,F,Estrato 1,Cuatro,No,No,A-,36.06,52.39,,,,
20172,SB11201720406614,URBANO,N,A,MIXTO,TARDE,OFICIAL,CAUCA,POPAYAN,F,Estrato 1,3 a 4,Si,Si,A1,50.0,40.0,40.0,43.0,51.0,220.0
20112,SB11201120352749,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 2,Cuatro,Si,Si,A1,45.0,46.0,,,,
20194,SB11201940306511,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,VILLAVICENCIO,M,Estrato 2,5 a 6,Si,No,A1,55.0,58.0,45.0,50.0,46.0,251.0
20194,SB11201940306511,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,VILLAVICENCIO,M,Estrato 2,5 a 6,Si,No,A1,55.0,58.0,45.0,50.0,46.0,251.0
20194,SB11201940273859,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,BOJACÁ,F,Estrato 1,3 a 4,No,Si,A1,53.0,48.0,48.0,43.0,51.0,240.0
20194,SB11201940273859,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,BOJACÁ,F,Estrato 1,3 a 4,No,Si,A1,53.0,48.0,48.0,43.0,51.0,240.0
20142,SB11201420362178,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,VILLAVICENCIO,F,Estrato 3,Seis,Si,Si,A1,58.0,59.0,63.0,69.0,75.0,329.0
20122,SB11201220534005,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,MEDELLÍN,F,Estrato 2,Tres,No,No,A-,43.0,46.0,,,,
20112,SB11201120028286,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,SANTANDER,VÉLEZ,M,Estrato 3,Cinco,Si,Si,A2,53.0,60.0,,,,
20132,SB11201320011000,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 2,Cinco,Si,Si,B1,63.0,74.0,,,,
20162,SB11201620074389,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,SOLEDAD,M,Estrato 3,Tres,Si,Si,A1,56.0,56.0,52.0,55.0,56.0,274.0
20162,SB11201620001173,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,M,Estrato 5,Tres,Si,Si,A2,61.0,63.0,52.0,61.0,56.0,290.0
20122,SB11201220100201,URBANO,,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,MALAMBO,M,Estrato 1,Cinco,Si,Si,A-,34.0,58.0,,,,
20101,SB11201010113253,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,CUNDINAMARCA,FACATATIVÁ,M,Estrato 2,Tres,Si,Si,A1,44.92,40.93,,,,
20101,SB11201010113253,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,CUNDINAMARCA,FACATATIVÁ,M,Estrato 2,Tres,Si,Si,A1,44.92,40.93,,,,
20101,SB11201010113253,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,CUNDINAMARCA,FACATATIVÁ,M,Estrato 2,Tres,Si,Si,A1,44.92,40.93,,,,
20102,SB11201020205674,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,VICHADA,CUMARIBO,F,,Ocho,No,No,A-,43.53,35.59,,,,
20194,SB11201940585366,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,EL DORADO,F,Estrato 5,5 a 6,No,No,A-,35.0,44.0,33.0,40.0,41.0,196.0
20194,SB11201940585366,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,EL DORADO,F,Estrato 5,5 a 6,No,No,A-,35.0,44.0,33.0,40.0,41.0,196.0
20152,SB11201520073458,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,CAUCASIA,F,Estrato 3,Tres,Si,Si,A1,53.0,58.0,53.0,50.0,54.0,268.0
20162,SB11201620169822,URBANO,N,A,MIXTO,TARDE,OFICIAL,SUCRE,SINCELEJO,M,Estrato 1,Tres,No,No,A2,62.0,56.0,57.0,58.0,54.0,284.0
20122,SB11201220487401,URBANO,S,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,BARBACOAS,F,Estrato 1,Cinco,No,No,A-,38.0,43.0,,,,
20132,SB11201320253785,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 1,Cuatro,Si,Si,A-,33.0,40.0,,,,
20172,SB11201720026300,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,CAUCASIA,F,Estrato 2,3 a 4,Si,Si,A1,50.0,55.0,53.0,59.0,59.0,280.0
20194,SB11201940098111,RURAL,,A,MIXTO,UNICA,NO OFICIAL,CUNDINAMARCA,LA CALERA,F,Estrato 3,5 a 6,Si,Si,A2,58.0,57.0,53.0,46.0,61.0,273.0
20194,SB11201940098111,RURAL,,A,MIXTO,UNICA,NO OFICIAL,CUNDINAMARCA,LA CALERA,F,Estrato 3,5 a 6,Si,Si,A2,58.0,57.0,53.0,46.0,61.0,273.0
20162,SB11201620416050,URBANO,N,A,MIXTO,TARDE,OFICIAL,CAQUETA,BELEN DE LOS ANDAQUIES,M,Estrato 1,Seis,Si,No,A1,49.0,67.0,48.0,51.0,50.0,269.0
20142,SB11201420230643,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,YOTOCO,F,Estrato 1,Tres,No,No,A-,43.0,45.0,44.0,52.0,49.0,236.0
20162,SB11201620219976,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,BOGOTA,BOGOTÁ D.C.,F,Estrato 3,Seis,Si,Si,A1,54.0,47.0,57.0,56.0,57.0,271.0
20142,SB11201420022727,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CASANARE,SAN LUIS DE PALENQUE,M,Estrato 1,Once,No,No,A-,45.0,58.0,56.0,58.0,51.0,275.0
20112,SB11201120016324,RURAL,N,A,MIXTO,COMPLETA,OFICIAL,SANTANDER,CIMITARRA,M,Estrato 1,Tres,No,No,A-,36.0,31.0,,,,
20101,SB11201010028775,URBANO,,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,CHIGORODÓ,M,Estrato 2,Cinco,No,No,A1,43.48,49.52,,,,
20112,SB11201120133295,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,BELLO,F,Estrato 3,Cuatro,Si,Si,A-,41.0,51.0,,,,
20162,SB11201620100498,URBANO,,A,MIXTO,MAÑANA,OFICIAL,BOLIVAR,CARTAGENA,F,Estrato 1,Cinco,No,Si,A-,39.0,49.0,40.0,50.0,49.0,233.0
20112,SB11201120008599,RURAL,N,A,MASCULINO,COMPLETA,NO OFICIAL,SANTANDER,PIEDECUESTA,M,Estrato 5,Tres,Si,Si,B1,63.0,63.0,,,,
20142,SB11201420200133,URBANO,N,A,MIXTO,TARDE,OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 2,Cuatro,No,No,A1,49.0,50.0,58.0,52.0,54.0,266.0
20132,SB11201320168897,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,VALLE,TULUÁ,F,Estrato 1,Cinco,Si,Si,A-,35.0,52.0,,,,
20132,SB11201320432058,URBANO,N,A,MIXTO,COMPLETA,OFICIAL,BOYACA,MONIQUIRÁ,F,Estrato 2,Tres,Si,No,A1,45.0,43.0,,,,
20122,SB11201220569118,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CORDOBA,PUEBLO NUEVO,M,Estrato 1,Seis,No,No,A-,35.0,45.0,,,,
20142,SB11201420478383,URBANO,N,A,FEMENINO,MAÑANA,OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 1,Seis,Si,Si,A-,42.0,32.0,50.0,41.0,55.0,222.0
20112,SB11201120089371,URBANO,N,A,MIXTO,TARDE,OFICIAL,MAGDALENA,EL BANCO,F,Estrato 1,Cinco,No,No,A-,39.0,46.0,,,,
20172,SB11201720173034,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,SANDONA,F,Estrato 1,3 a 4,No,Si,A1,51.0,33.0,46.0,45.0,42.0,211.0
20142,SB11201420288876,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,SABANETA,F,Estrato 2,Siete,Si,Si,A1,50.0,55.0,49.0,47.0,40.0,240.0
20122,SB11201220114706,URBANO,,A,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,ENVIGADO,F,Estrato 1,Cinco,No,No,A-,33.0,30.0,,,,
20194,SB11201940334005,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,VILLAVICENCIO,F,Estrato 1,3 a 4,No,No,A-,46.0,57.0,61.0,56.0,56.0,283.0
20194,SB11201940334005,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,META,VILLAVICENCIO,F,Estrato 1,3 a 4,No,No,A-,46.0,57.0,61.0,56.0,56.0,283.0
20142,SB11201420191914,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,VIOTA,F,Estrato 2,Cuatro,Si,No,A1,50.0,49.0,48.0,48.0,55.0,250.0
20194,SB11201940133696,URBANO,N,A,MIXTO,UNICA,OFICIAL,CUNDINAMARCA,VILLETA,F,Estrato 1,3 a 4,Si,Si,A1,57.0,63.0,47.0,60.0,61.0,288.0
20194,SB11201940133696,URBANO,N,A,MIXTO,UNICA,OFICIAL,CUNDINAMARCA,VILLETA,F,Estrato 1,3 a 4,Si,Si,A1,57.0,63.0,47.0,60.0,61.0,288.0
20152,SB11201520469362,URBANO,N,OTRO,MIXTO,MAÑANA,NO OFICIAL,ANTIOQUIA,MEDELLIN,F,Estrato 3,Tres,Si,No,A-,41.0,44.0,55.0,48.0,51.0,244.0
20132,SB11201320285008,URBANO,,A,MIXTO,MAÑANA,OFICIAL,NARIÑO,IPIALES,M,Estrato 1,Tres,No,No,A1,47.0,46.0,,,,
20152,SB11201520271984,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,CUNDINAMARCA,CHIA,M,Estrato 3,Dos,Si,Si,A1,49.0,72.0,58.0,66.0,47.0,299.0
20102,SB11201020265953,URBANO,N,A,FEMENINO,MAÑANA,NO OFICIAL,ATLANTICO,BARRANQUILLA,F,Estrato 3,Cinco,Si,Si,A2,66.03,58.05,,,,
20122,SB11201220577796,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,ANTIOQUIA,GUARNE,M,Estrato 2,Dos,Si,Si,A1,45.0,34.0,,,,
20132,SB11201320231278,URBANO,N,A,MIXTO,NOCHE,NO OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 3,Tres,Si,Si,A1,47.0,52.0,,,,
20142,SB11201420517317,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,ATLANTICO,SOLEDAD,M,Estrato 2,Cuatro,Si,No,A-,39.0,38.0,36.0,39.0,48.0,201.0
20102,SB11201020217472,URBANO,N,A,MIXTO,MAÑANA,NO OFICIAL,VALLE,CALI,F,Estrato 2,Cinco,Si,No,A-,47.58,45.38,,,,
20142,SB11201420012460,URBANO,N,A,MIXTO,COMPLETA,NO OFICIAL,ANTIOQUIA,CAUCASIA,F,Estrato 3,Cuatro,Si,Si,A1,49.0,55.0,50.0,55.0,52.0,263.0
20132,SB11201320138764,URBANO,N,A,MIXTO,MAÑANA,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",F,Estrato 4,Tres,Si,Si,A1,50.0,55.0,,,,
20132,SB11201320315309,URBANO,N,A,MIXTO,TARDE,OFICIAL,BOGOTA,"BOGOTÁ, D.C.",M,Estrato 2,Cinco,Si,Si,A-,40.0,43.0,,,,
20152,SB11201520380796,RURAL,N,A,MIXTO,MAÑANA,OFICIAL,SUCRE,SINCELEJO,F,Estrato 1,Cinco,No,No,A-,44.0,47.0,46.0,50.0,52.0,242.0
20142,SB11201420014037,URBANO,N,A,MIXTO,SABATINA,NO OFICIAL,ANTIOQUIA,MEDELLIN,M,Estrato 1,Cinco,Si,Si,A1,55.0,49.0,56.0,39.0,47.0,242.0
20172,SB11201720334017,RURAL,N,A,MIXTO,UNICA,OFICIAL,ATLANTICO,REPELON,F,Estrato 1,5 a 6,No,No,A-,40.0,34.0,42.0,45.0,39.0,200.0
